datetime,portfolio_value,cash,return
2022-12-12 09:30:00-05:00,100000.0,100000.0,
2022-12-13 09:30:00-05:00,100161.1001586914,96058.90014648438,0.0016110015869139627
2022-12-14 09:30:00-05:00,100075.0,96058.90014648438,-0.0008596167429769652
2022-12-15 09:30:00-05:00,100001.90002441406,96058.90014648438,-0.0007304519169216706
2022-12-16 09:30:00-05:00,99910.70007324219,96058.90014648438,-0.0009119821838345921
2022-12-17 09:30:00-05:00,99910.70007324219,96058.90014648438,0.0
2022-12-19 09:30:00-05:00,99911.4101586914,96076.71014648437,7.10720121754882e-06
2022-12-20 09:30:00-05:00,99869.01025634765,96076.71014648437,-0.0004243749765557858
2022-12-21 09:30:00-05:00,99909.21014648437,96076.71014648437,0.00040252616936453656
2022-12-22 09:30:00-05:00,99907.21002441406,96076.71014648437,-2.00193962837103e-05
2022-12-23 09:30:00-05:00,99873.21008544922,96076.71014648437,-0.0003403151680096972
2022-12-24 09:30:00-05:00,99873.21008544922,96076.71014648437,0.0
2022-12-27 09:30:00-05:00,99904.61023193359,96076.71014648437,0.00031440009245242706
2022-12-28 09:30:00-05:00,99890.01001220703,96076.71014648437,-0.00014614160140025145
2022-12-29 09:30:00-05:00,99873.0101953125,96076.71014648437,-0.00017018535579738092
2022-12-30 09:30:00-05:00,99883.11029296875,96076.71014648437,0.00010112940059081588
2022-12-31 09:30:00-05:00,99883.11029296875,96076.71014648437,0.0
2023-01-03 09:30:00-05:00,99920.41009765625,96076.71014648437,0.00037343455343052945
2023-01-04 09:30:00-05:00,99908.51007324219,96076.71014648437,-0.00011909503176010805
2023-01-05 09:30:00-05:00,99893.9101586914,96076.71014648437,-0.00014613284233822021
2023-01-06 09:30:00-05:00,99902.81,96076.71014648437,8.909293163572585e-05
2023-01-07 09:30:00-05:00,99902.81,96076.71014648437,0.0
2023-01-09 09:30:00-05:00,99980.41009765625,96076.71014648437,0.0007767559056270912
2023-01-10 09:30:00-05:00,99949.21014648437,96076.71014648437,-0.0003120606440941698
2023-01-11 09:30:00-05:00,99999.01025634765,96076.71014648437,0.0004982541611913138
2023-01-12 09:30:00-05:00,100043.41028076172,96076.71014648437,0.00044400463864824324
2023-01-13 09:30:00-05:00,100012.91009765625,96076.71014648437,-0.00030486948635466415
2023-01-14 09:30:00-05:00,100012.91009765625,96076.71014648437,0.0
2023-01-17 09:30:00-05:00,100061.51025634765,96076.71014648437,0.00048593885173375817
2023-01-18 09:30:00-05:00,100066.81024414062,96076.71014648437,5.296729760906338e-05
2023-01-19 09:30:00-05:00,99970.31,96076.71014648437,-0.0009643581513709698
2023-01-20 09:30:00-05:00,99977.71020751953,96076.71014648437,7.402405293666092e-05
2023-01-21 09:30:00-05:00,99977.71020751953,96076.71014648437,0.0
2023-01-23 09:30:00-05:00,100043.9101586914,96076.71014648437,0.0006621471029339965
2023-01-24 09:30:00-05:00,100065.5101953125,96076.71014648437,0.0002159055617361183
2023-01-25 09:30:00-05:00,100036.21026855469,96076.71014648437,-0.00029280744884652155
2023-01-26 09:30:00-05:00,100108.0101953125,96076.71014648437,0.0007177393722239689
2023-01-27 09:30:00-05:00,100113.31018310547,96076.71014648437,5.2942694422020153e-05
2023-01-28 09:30:00-05:00,100113.31018310547,96076.71014648437,0.0
2023-01-30 09:30:00-05:00,100104.71002441406,96076.71014648437,-8.590424865262403e-05
2023-01-31 09:30:00-05:00,100088.0101953125,96076.71014648437,-0.00016682360997288814
2023-02-01 09:30:00-05:00,100128.81006103515,96076.71014648437,0.00040763989256098476
2023-02-02 09:30:00-05:00,100225.31,96076.71014648437,0.0009637579724159906
2023-02-03 09:30:00-05:00,100192.61010986328,96076.71014648437,-0.0003262637964075443
2023-02-04 09:30:00-05:00,100192.61010986328,96076.71014648437,0.0
2023-02-06 09:30:00-05:00,100174.61023193359,96076.71014648437,-0.00017965274993780866
2023-02-07 09:30:00-05:00,100165.41009765625,96076.71014648437,-9.184097902692478e-05
2023-02-08 09:30:00-05:00,100208.0101953125,96076.71014648437,0.00042529749156638985
2023-02-09 09:30:00-05:00,100220.81018310547,96076.71014648437,0.00012773417781697383
2023-02-10 09:30:00-05:00,100135.31,96076.71014648437,-0.0008531180595053867
2023-02-11 09:30:00-05:00,100135.31,96076.71014648437,0.0
2023-02-13 09:30:00-05:00,100163.9101586914,96076.71014648437,0.00028561512109370746
2023-02-14 09:30:00-05:00,100189.11004882812,96076.71014648437,0.000251586525493952
2023-02-15 09:30:00-05:00,100180.21020751953,96076.71014648437,-8.883042582430445e-05
2023-02-16 09:30:00-05:00,100164.61023193359,96076.71014648437,-0.00015571913408474192
2023-02-17 09:30:00-05:00,100137.31012207031,96076.71014648437,-0.00027255244941370993
2023-02-18 09:30:00-05:00,100137.31012207031,96076.71014648437,0.0
2023-02-21 09:30:00-05:00,100107.31012207031,96076.71014648437,-0.0002995886344803189
2023-02-22 09:30:00-05:00,100071.91003662109,96076.71014648437,-0.0003536213829544721
2023-02-23 09:30:00-05:00,100092.31012207031,96076.71014648437,0.00020385426281710473
2023-02-24 09:30:00-05:00,100030.91028076172,96076.71014648437,-0.0006134321531165998
2023-02-25 09:30:00-05:00,100030.91028076172,96076.71014648437,0.0
2023-02-27 09:30:00-05:00,100075.41009765625,96076.71014648437,0.0004448606612659223
2023-02-28 09:30:00-05:00,100049.01025634765,96076.71014648437,-0.0002637994816392375
2023-03-01 09:30:00-05:00,100030.81018310547,96076.71014648437,-0.0001819115770915758
2023-03-02 09:30:00-05:00,100003.51007324219,96076.71014648437,-0.0002729170124016189
2023-03-03 09:30:00-05:00,100073.81006103515,96076.71014648437,0.0007029752029852343
2023-03-04 09:30:00-05:00,100073.81006103515,96076.71014648437,0.0
2023-03-06 09:30:00-05:00,100127.21002441406,96076.71014648437,0.0005336057790379378
2023-03-07 09:30:00-05:00,100120.91028076172,96076.71014648437,-6.291739928443452e-05
2023-03-08 09:30:00-05:00,100060.61029296875,96076.71014648437,-0.0006022716695630592
2023-03-09 09:30:00-05:00,100074.11004882812,96076.71014648437,0.00013491578574065244
2023-03-10 09:30:00-05:00,99986.61004882812,96076.71014648437,-0.000874352017293023
2023-03-11 09:30:00-05:00,99986.61004882812,96076.71014648437,0.0
